model,distance,dataset,mr_id,positive_distance,negative_distance,violated,base,positive,negative
sentence-transformers/all-MiniLM-L6-v2,mahalanobis,snli,MR4-Entailment-vs-Contradiction,20.131908,19.470666,True,A man holds a microphone and speaks as a group of seated people watch and one woman looks down.,a man speaks infront of others,a woman is speaking
sentence-transformers/all-MiniLM-L6-v2,cosine_distance,glue-stsb,MR1-Semantic-Similarity,0.05207,0.018824,True,The man is riding a horse.,A man is riding on a horse.,A man is riding a horse.
sentence-transformers/all-MiniLM-L6-v2,euclidean,glue-stsb,MR1-Semantic-Similarity,0.322707,0.194033,True,The man is riding a horse.,A man is riding on a horse.,A man is riding a horse.
sentence-transformers/all-MiniLM-L6-v2,manhattan,glue-stsb,MR1-Semantic-Similarity,5.049031,2.966661,True,The man is riding a horse.,A man is riding on a horse.,A man is riding a horse.
sentence-transformers/all-MiniLM-L6-v2,bray_curtis,glue-stsb,MR1-Semantic-Similarity,0.165451,0.097109,True,The man is riding a horse.,A man is riding on a horse.,A man is riding a horse.
sentence-transformers/all-MiniLM-L6-v2,lance_williams,glue-stsb,MR1-Semantic-Similarity,0.163678,0.096726,True,The man is riding a horse.,A man is riding on a horse.,A man is riding a horse.
sentence-transformers/all-MiniLM-L6-v2,pearson_correlation,glue-stsb,MR1-Semantic-Similarity,0.05207,0.018824,True,The man is riding a horse.,A man is riding on a horse.,A man is riding a horse.
sentence-transformers/all-MiniLM-L6-v2,mahalanobis,glue-stsb,MR1-Semantic-Similarity,9.512387,5.479108,True,The man is riding a horse.,A man is riding on a horse.,A man is riding a horse.
sentence-transformers/all-MiniLM-L6-v2,cosine_distance,snli,MR4-Entailment-vs-Contradiction,0.700933,0.676686,True,A brown dog is standing in a river with its head turned looking behind.,There is a dog in the rover.,The dog is black.
sentence-transformers/all-MiniLM-L6-v2,euclidean,snli,MR4-Entailment-vs-Contradiction,1.184004,1.163345,True,A brown dog is standing in a river with its head turned looking behind.,There is a dog in the rover.,The dog is black.
sentence-transformers/all-MiniLM-L6-v2,manhattan,snli,MR4-Entailment-vs-Contradiction,18.129669,17.911602,True,A brown dog is standing in a river with its head turned looking behind.,There is a dog in the rover.,The dog is black.
sentence-transformers/all-MiniLM-L6-v2,bray_curtis,snli,MR4-Entailment-vs-Contradiction,0.72396,0.705108,True,A brown dog is standing in a river with its head turned looking behind.,There is a dog in the rover.,The dog is black.
sentence-transformers/all-MiniLM-L6-v2,lance_williams,snli,MR4-Entailment-vs-Contradiction,0.581636,0.579167,True,A brown dog is standing in a river with its head turned looking behind.,There is a dog in the rover.,The dog is black.
sentence-transformers/all-MiniLM-L6-v2,pearson_correlation,snli,MR4-Entailment-vs-Contradiction,0.700856,0.676677,True,A brown dog is standing in a river with its head turned looking behind.,There is a dog in the rover.,The dog is black.
sentence-transformers/all-MiniLM-L6-v2,mahalanobis,snli,MR4-Entailment-vs-Contradiction,26.716732,25.490689,True,A brown dog is standing in a river with its head turned looking behind.,There is a dog in the rover.,The dog is black.
sentence-transformers/all-MiniLM-L6-v2,cosine_distance,snli,MR4-Entailment-vs-Contradiction,0.413196,0.241839,True,People are walking towards cameramen.,People are being filmed.,People are walking away from the cameramen.
sentence-transformers/all-MiniLM-L6-v2,euclidean,snli,MR4-Entailment-vs-Contradiction,0.909061,0.695469,True,People are walking towards cameramen.,People are being filmed.,People are walking away from the cameramen.
sentence-transformers/all-MiniLM-L6-v2,manhattan,snli,MR4-Entailment-vs-Contradiction,14.20153,10.937361,True,People are walking towards cameramen.,People are being filmed.,People are walking away from the cameramen.
sentence-transformers/all-MiniLM-L6-v2,bray_curtis,snli,MR4-Entailment-vs-Contradiction,0.505441,0.3756,True,People are walking towards cameramen.,People are being filmed.,People are walking away from the cameramen.
sentence-transformers/all-MiniLM-L6-v2,lance_williams,snli,MR4-Entailment-vs-Contradiction,0.447468,0.351873,True,People are walking towards cameramen.,People are being filmed.,People are walking away from the cameramen.
sentence-transformers/all-MiniLM-L6-v2,pearson_correlation,snli,MR4-Entailment-vs-Contradiction,0.413123,0.241884,True,People are walking towards cameramen.,People are being filmed.,People are walking away from the cameramen.
sentence-transformers/all-MiniLM-L6-v2,mahalanobis,snli,MR4-Entailment-vs-Contradiction,20.645502,16.06315,True,People are walking towards cameramen.,People are being filmed.,People are walking away from the cameramen.
sentence-transformers/all-MiniLM-L6-v2,mahalanobis,snli,MR4-Entailment-vs-Contradiction,21.510206,19.634919,True,A man working at a carnival game is yelling.,A man is yelling.,A dog is barking at the carnival.
sentence-transformers/all-MiniLM-L6-v2,mahalanobis,snli,MR4-Entailment-vs-Contradiction,21.406853,21.135061,True,A man in an orange shirt is laying curled up on a concrete ledge behind a pole.,A human is curled up on the concrete.,A man without a shirt is laying flat on a concrete ledge behind a building.
sentence-transformers/all-MiniLM-L6-v2,cosine_distance,snli,MR4-Entailment-vs-Contradiction,0.265687,0.137851,True,Young girl eating a bowl of cereal out of a big white bowl.,Young girl eating.,A young girl face down in a big white bowl of cereal.
sentence-transformers/all-MiniLM-L6-v2,euclidean,snli,MR4-Entailment-vs-Contradiction,0.728954,0.525074,True,Young girl eating a bowl of cereal out of a big white bowl.,Young girl eating.,A young girl face down in a big white bowl of cereal.
sentence-transformers/all-MiniLM-L6-v2,manhattan,snli,MR4-Entailment-vs-Contradiction,11.374281,8.2808,True,Young girl eating a bowl of cereal out of a big white bowl.,Young girl eating.,A young girl face down in a big white bowl of cereal.
sentence-transformers/all-MiniLM-L6-v2,bray_curtis,snli,MR4-Entailment-vs-Contradiction,0.390411,0.278788,True,Young girl eating a bowl of cereal out of a big white bowl.,Young girl eating.,A young girl face down in a big white bowl of cereal.
sentence-transformers/all-MiniLM-L6-v2,lance_williams,snli,MR4-Entailment-vs-Contradiction,0.365562,0.268276,True,Young girl eating a bowl of cereal out of a big white bowl.,Young girl eating.,A young girl face down in a big white bowl of cereal.
sentence-transformers/all-MiniLM-L6-v2,pearson_correlation,snli,MR4-Entailment-vs-Contradiction,0.265712,0.137869,True,Young girl eating a bowl of cereal out of a big white bowl.,Young girl eating.,A young girl face down in a big white bowl of cereal.
sentence-transformers/all-MiniLM-L6-v2,mahalanobis,snli,MR4-Entailment-vs-Contradiction,18.687338,13.319943,True,Young girl eating a bowl of cereal out of a big white bowl.,Young girl eating.,A young girl face down in a big white bowl of cereal.
sentence-transformers/all-MiniLM-L6-v2,cosine_distance,snli,MR4-Entailment-vs-Contradiction,0.485688,0.327924,True,Several people riding motorcycles are driving down the road.,A group of motocrycles making their way down and road outside.,Several people standing beside motorcycles outside.
sentence-transformers/all-MiniLM-L6-v2,euclidean,snli,MR4-Entailment-vs-Contradiction,0.985584,0.809845,True,Several people riding motorcycles are driving down the road.,A group of motocrycles making their way down and road outside.,Several people standing beside motorcycles outside.
sentence-transformers/all-MiniLM-L6-v2,manhattan,snli,MR4-Entailment-vs-Contradiction,15.10532,12.716549,True,Several people riding motorcycles are driving down the road.,A group of motocrycles making their way down and road outside.,Several people standing beside motorcycles outside.
sentence-transformers/all-MiniLM-L6-v2,bray_curtis,snli,MR4-Entailment-vs-Contradiction,0.559707,0.444671,True,Several people riding motorcycles are driving down the road.,A group of motocrycles making their way down and road outside.,Several people standing beside motorcycles outside.
sentence-transformers/all-MiniLM-L6-v2,lance_williams,snli,MR4-Entailment-vs-Contradiction,0.481833,0.406581,True,Several people riding motorcycles are driving down the road.,A group of motocrycles making their way down and road outside.,Several people standing beside motorcycles outside.
sentence-transformers/all-MiniLM-L6-v2,pearson_correlation,snli,MR4-Entailment-vs-Contradiction,0.48566,0.327919,True,Several people riding motorcycles are driving down the road.,A group of motocrycles making their way down and road outside.,Several people standing beside motorcycles outside.
sentence-transformers/all-MiniLM-L6-v2,mahalanobis,snli,MR4-Entailment-vs-Contradiction,23.932864,18.175708,True,Several people riding motorcycles are driving down the road.,A group of motocrycles making their way down and road outside.,Several people standing beside motorcycles outside.
sentence-transformers/all-MiniLM-L6-v2,cosine_distance,snli,MR4-Entailment-vs-Contradiction,0.613066,0.405719,True,"Man with curly brown hair, wearing a black coat and brown V neck shirt, sitting at a table with hands folded and rested on lap.",Man is a model.,Man with curly brown hair fell down from table.
sentence-transformers/all-MiniLM-L6-v2,euclidean,snli,MR4-Entailment-vs-Contradiction,1.107309,0.900799,True,"Man with curly brown hair, wearing a black coat and brown V neck shirt, sitting at a table with hands folded and rested on lap.",Man is a model.,Man with curly brown hair fell down from table.
sentence-transformers/all-MiniLM-L6-v2,manhattan,snli,MR4-Entailment-vs-Contradiction,17.265717,14.138973,True,"Man with curly brown hair, wearing a black coat and brown V neck shirt, sitting at a table with hands folded and rested on lap.",Man is a model.,Man with curly brown hair fell down from table.
sentence-transformers/all-MiniLM-L6-v2,bray_curtis,snli,MR4-Entailment-vs-Contradiction,0.655674,0.501616,True,"Man with curly brown hair, wearing a black coat and brown V neck shirt, sitting at a table with hands folded and rested on lap.",Man is a model.,Man with curly brown hair fell down from table.
sentence-transformers/all-MiniLM-L6-v2,lance_williams,snli,MR4-Entailment-vs-Contradiction,0.549139,0.450365,True,"Man with curly brown hair, wearing a black coat and brown V neck shirt, sitting at a table with hands folded and rested on lap.",Man is a model.,Man with curly brown hair fell down from table.
sentence-transformers/all-MiniLM-L6-v2,pearson_correlation,snli,MR4-Entailment-vs-Contradiction,0.612411,0.405834,True,"Man with curly brown hair, wearing a black coat and brown V neck shirt, sitting at a table with hands folded and rested on lap.",Man is a model.,Man with curly brown hair fell down from table.
sentence-transformers/all-MiniLM-L6-v2,mahalanobis,snli,MR4-Entailment-vs-Contradiction,26.76436,22.417423,True,"Man with curly brown hair, wearing a black coat and brown V neck shirt, sitting at a table with hands folded and rested on lap.",Man is a model.,Man with curly brown hair fell down from table.
sentence-transformers/all-MiniLM-L6-v2,cosine_distance,snli,MR4-Entailment-vs-Contradiction,0.240118,0.126091,True,A skateboarder in a white t-shirt and blue cap rolls down the street.,A skateboarder is riding his board down the street.,A skateboarder in a black shirt rolls down the street.
sentence-transformers/all-MiniLM-L6-v2,euclidean,snli,MR4-Entailment-vs-Contradiction,0.69299,0.502177,True,A skateboarder in a white t-shirt and blue cap rolls down the street.,A skateboarder is riding his board down the street.,A skateboarder in a black shirt rolls down the street.
sentence-transformers/all-MiniLM-L6-v2,manhattan,snli,MR4-Entailment-vs-Contradiction,10.752933,7.842014,True,A skateboarder in a white t-shirt and blue cap rolls down the street.,A skateboarder is riding his board down the street.,A skateboarder in a black shirt rolls down the street.
sentence-transformers/all-MiniLM-L6-v2,bray_curtis,snli,MR4-Entailment-vs-Contradiction,0.371486,0.264714,True,A skateboarder in a white t-shirt and blue cap rolls down the street.,A skateboarder is riding his board down the street.,A skateboarder in a black shirt rolls down the street.
sentence-transformers/all-MiniLM-L6-v2,lance_williams,snli,MR4-Entailment-vs-Contradiction,0.350786,0.256376,True,A skateboarder in a white t-shirt and blue cap rolls down the street.,A skateboarder is riding his board down the street.,A skateboarder in a black shirt rolls down the street.
sentence-transformers/all-MiniLM-L6-v2,pearson_correlation,snli,MR4-Entailment-vs-Contradiction,0.240087,0.126091,True,A skateboarder in a white t-shirt and blue cap rolls down the street.,A skateboarder is riding his board down the street.,A skateboarder in a black shirt rolls down the street.
sentence-transformers/all-MiniLM-L6-v2,mahalanobis,snli,MR4-Entailment-vs-Contradiction,18.063869,12.620871,True,A skateboarder in a white t-shirt and blue cap rolls down the street.,A skateboarder is riding his board down the street.,A skateboarder in a black shirt rolls down the street.
sentence-transformers/all-MiniLM-L6-v2,cosine_distance,snli,MR4-Entailment-vs-Contradiction,0.604758,0.327145,True,Three men are standing on the bow of a white boat.,the boat is out on the ocean.,There are four men on the boat.
sentence-transformers/all-MiniLM-L6-v2,euclidean,snli,MR4-Entailment-vs-Contradiction,1.09978,0.808882,True,Three men are standing on the bow of a white boat.,the boat is out on the ocean.,There are four men on the boat.
